id,postcode,locality,state,long,lat,NEAR_FID,NEAR_DIST
2610,2278,WAKEFIELD,NSW,151.590415000000007,-32.932411999999999,8,112997.814647216218873
2611,2280,BELMONT,NSW,151.663174999999995,-33.019714999999998,8,106671.353107680639368
2612,2280,BELMONT NORTH,NSW,151.663174999999995,-33.019714999999998,8,106671.353107680639368
2613,2280,BELMONT SOUTH,NSW,151.663174999999995,-33.019714999999998,8,106671.353107680639368
2614,2280,CROUDACE BAY,NSW,151.663174999999995,-33.019714999999998,8,106671.353107680639368
2615,2280,FLORAVILLE,NSW,151.663174999999995,-33.019714999999998,8,106671.353107680639368
2616,2280,JEWELLS,NSW,151.663174999999995,-33.019714999999998,8,106671.353107680639368
2617,2280,MARKS POINT,NSW,151.663174999999995,-33.019714999999998,8,106671.353107680639368
2618,2280,VALENTINE,NSW,151.663174999999995,-33.019714999999998,8,106671.353107680639368
2619,2281,BLACKSMITHS,NSW,151.668857000000003,-33.089962999999997,8,99921.313912915735273
2620,2281,CAMS WHARF,NSW,151.668857000000003,-33.089962999999997,8,99921.313912915735273
2621,2281,CATHERINE HILL BAY,NSW,151.668857000000003,-33.089962999999997,8,99921.313912915735273
2622,2281,CAVES BEACH,NSW,151.668857000000003,-33.089962999999997,8,99921.313912915735273
2623,2281,LITTLE PELICAN,NSW,151.668857000000003,-33.089962999999997,8,99921.313912915735273
2624,2281,MIDDLE CAMP,NSW,151.668857000000003,-33.089962999999997,8,99921.313912915735273
20243,2281,MURRAYS BEACH,NSW,151.623066300000005,-33.118648749999998,8,95158.010719444486313
2625,2281,NORDS WHARF,NSW,151.668857000000003,-33.089962999999997,8,99921.313912915735273
2626,2281,PELICAN,NSW,151.668857000000003,-33.089962999999997,8,99921.313912915735273
20244,2281,PINNY BEACH,NSW,151.635654100000011,-33.118018159999998,8,95741.596078859249246
2350,2281,SWANSEA,NSW,151.668857000000003,-33.089962999999997,8,99921.313912915735273
2351,2281,SWANSEA HEADS,NSW,151.668857000000003,-33.089962999999997,8,99921.313912915735273
2352,2282,ELEEBANA,NSW,151.651274999999998,-32.987279000000001,8,109481.252964965082356
2353,2282,LAKELANDS,NSW,151.651274999999998,-32.987279000000001,8,109481.252964965082356
2354,2282,WARNERS BAY,NSW,151.651274999999998,-32.987279000000001,8,109481.252964965082356
2355,2283,ARCADIA VALE,NSW,151.571809999999999,-33.019117000000001,8,103381.597767257931991
2356,2283,AWABA,NSW,151.571809999999999,-33.019117000000001,8,103381.597767257931991
2357,2283,BALMORAL,NSW,151.571809999999999,-33.019117000000001,8,103381.597767257931991
2358,2283,BLACKALLS PARK,NSW,151.571809999999999,-33.019117000000001,8,103381.597767257931991
2359,2283,BOLTON POINT,NSW,151.571809999999999,-33.019117000000001,8,103381.597767257931991
2360,2283,BUTTABA,NSW,151.571809999999999,-33.019117000000001,8,103381.597767257931991
2361,2283,CAREY BAY,NSW,151.571809999999999,-33.019117000000001,8,103381.597767257931991
2362,2283,COAL POINT,NSW,151.571809999999999,-33.019117000000001,8,103381.597767257931991
2363,2283,FASSIFERN,NSW,151.571809999999999,-33.019117000000001,8,103381.597767257931991
2364,2283,FENNELL BAY,NSW,151.571809999999999,-33.019117000000001,8,103381.597767257931991
2365,2283,FISHING POINT,NSW,151.571809999999999,-33.019117000000001,8,103381.597767257931991
2366,2283,KILABEN BAY,NSW,151.571809999999999,-33.019117000000001,8,103381.597767257931991
2367,2283,RATHMINES,NSW,151.571809999999999,-33.019117000000001,8,103381.597767257931991
2368,2283,RYHOPE,NSW,151.571809999999999,-33.019117000000001,8,103381.597767257931991
2369,2283,TORONTO,NSW,151.571809999999999,-33.019117000000001,8,103381.597767257931991
2370,2284,ARGENTON,NSW,151.621183000000002,-32.953235999999997,8,111868.159507296979427
2371,2284,BOOLAROO,NSW,151.621183000000002,-32.953235999999997,8,111868.159507296979427
2372,2284,BOORAGUL,NSW,151.621183000000002,-32.953235999999997,8,111868.159507296979427
2373,2284,MARMONG POINT,NSW,151.621183000000002,-32.953235999999997,8,111868.159507296979427
2374,2284,SPEERS POINT,NSW,151.621183000000002,-32.953235999999997,8,111868.159507296979427
2375,2284,TERALBA,NSW,151.621183000000002,-32.953235999999997,8,111868.159507296979427
2376,2284,WOODRISING,NSW,151.621183000000002,-32.953235999999997,8,111868.159507296979427
2377,2285,CAMERON PARK,NSW,151.651094999999998,-32.933304999999997,8,114973.115695866203168
2378,2285,CARDIFF,NSW,151.651094999999998,-32.933304999999997,8,114973.115695866203168
2379,2285,CARDIFF HEIGHTS,NSW,151.651094999999998,-32.933304999999997,8,114973.115695866203168
2380,2285,CARDIFF SOUTH,NSW,151.651094999999998,-32.933304999999997,8,114973.115695866203168
2381,2285,EDGEWORTH,NSW,151.651094999999998,-32.933304999999997,8,114973.115695866203168
2382,2285,GLENDALE,NSW,151.651094999999998,-32.933304999999997,8,114973.115695866203168
2383,2285,MACQUARIE HILLS,NSW,151.651094999999998,-32.933304999999997,8,114973.115695866203168
2384,2286,HOLMESVILLE,NSW,151.532668999999999,-32.923321000000001,8,112223.726426797627937
2385,2286,SEAHAMPTON,NSW,151.532668999999999,-32.923321000000001,8,112223.726426797627937
2386,2286,WEST WALLSEND,NSW,151.532668999999999,-32.923321000000001,8,112223.726426797627937
2387,2287,BIRMINGHAM GARDENS,NSW,151.658070000000009,-32.892577000000003,8,119397.735439468771801
2388,2287,ELERMORE VALE,NSW,151.658070000000009,-32.892577000000003,8,119397.735439468771801
2389,2287,FLETCHER,NSW,151.658070000000009,-32.892577000000003,8,119397.735439468771801
2390,2287,MARYLAND,NSW,151.658070000000009,-32.892577000000003,8,119397.735439468771801
2391,2287,MINMI,NSW,151.658070000000009,-32.892577000000003,8,119397.735439468771801
2392,2287,RANKIN PARK,NSW,151.658070000000009,-32.892577000000003,8,119397.735439468771801
2393,2287,SUMMER HILL,NSW,151.658070000000009,-32.892577000000003,8,119397.735439468771801
2394,2287,WALLSEND,NSW,151.658070000000009,-32.892577000000003,8,119397.735439468771801
22869,2287,WALLSEND DC,NSW,151.667000000000002,-32.902200000000001,8,118729.660385244191275
2395,2287,WALLSEND SOUTH,NSW,151.658070000000009,-32.892577000000003,8,119397.735439468771801
2396,2289,ADAMSTOWN,NSW,151.710080000000005,-32.948566999999997,8,115679.350150912941899
2397,2289,ADAMSTOWN HEIGHTS,NSW,151.710080000000005,-32.948566999999997,8,115679.350150912941899
2398,2289,GARDEN SUBURB,NSW,151.710080000000005,-32.948566999999997,8,115679.350150912941899
2399,2289,HIGHFIELDS,NSW,151.710080000000005,-32.948566999999997,8,115679.350150912941899
2400,2289,KOTARA,NSW,151.710080000000005,-32.948566999999997,8,115679.350150912941899
2401,2289,KOTARA FAIR,NSW,151.710080000000005,-32.948566999999997,8,115679.350150912941899
2402,2289,KOTARA SOUTH,NSW,151.710080000000005,-32.948566999999997,8,115679.350150912941899
2403,2290,BENNETTS GREEN,NSW,151.707800999999989,-32.983963000000003,8,112054.335867300789687
2404,2290,CHARLESTOWN,NSW,151.707800999999989,-32.983963000000003,8,112054.335867300789687
2405,2290,DUDLEY,NSW,151.707800999999989,-32.983963000000003,8,112054.335867300789687
2406,2290,GATESHEAD,NSW,151.707800999999989,-32.983963000000003,8,112054.335867300789687
2407,2290,HILLSBOROUGH,NSW,151.707800999999989,-32.983963000000003,8,112054.335867300789687
2408,2290,KAHIBAH,NSW,151.707800999999989,-32.983963000000003,8,112054.335867300789687
2409,2290,MOUNT HUTTON,NSW,151.707800999999989,-32.983963000000003,8,112054.335867300789687
2410,2290,REDHEAD,NSW,151.707800999999989,-32.983963000000003,8,112054.335867300789687
2411,2290,TINGIRA HEIGHTS,NSW,151.707800999999989,-32.983963000000003,8,112054.335867300789687
2412,2290,WHITEBRIDGE,NSW,151.707800999999989,-32.983963000000003,8,112054.335867300789687
2413,2291,MEREWETHER,NSW,151.742882000000009,-32.951039000000002,8,116787.276267311346601
2414,2291,MEREWETHER HEIGHTS,NSW,151.742882000000009,-32.951039000000002,8,116787.276267311346601
3401,2291,THE JUNCTION,NSW,151.742882000000009,-32.951039000000002,8,116787.276267311346601
3402,2292,BROADMEADOW,NSW,151.740715999999992,-32.931589000000002,8,118625.087019328086171
3403,2292,HAMILTON NORTH,NSW,151.740715999999992,-32.931589000000002,8,118625.087019328086171
3404,2293,MARYVILLE,NSW,151.754695999999996,-32.917776000000003,8,120579.044718611854478
3405,2293,WICKHAM,NSW,151.754695999999996,-32.917776000000003,8,120579.044718611854478
3406,2294,CARRINGTON,NSW,151.767407999999989,-32.915790999999999,8,121311.440617245505564
3407,2295,FERN BAY,NSW,151.801739999999995,-32.879469000000000,8,126363.115264142965316
3408,2295,STOCKTON,NSW,151.801739999999995,-32.879469000000000,8,126363.115264142965316
3409,2296,ISLINGTON,NSW,151.746237000000008,-32.915697999999999,8,120434.058354470529594
3410,2297,TIGHES HILL,NSW,151.750125999999995,-32.909134999999999,8,121247.750254940910963
3411,2298,GEORGETOWN,NSW,151.722242999999992,-32.905633000000002,8,120471.283591825878830
3412,2298,WARATAH,NSW,151.722242999999992,-32.905633000000002,8,120471.283591825878830
3413,2298,WARATAH WEST,NSW,151.722242999999992,-32.905633000000002,8,120471.283591825878830
23970,2299,Glen InnesLAMBTON,NSW,151.690857999999992,-32.903131000000002,8,119513.706415790598840
3414,2299,JESMOND,NSW,151.704580999999990,-32.909815999999999,8,119359.516140626816195
3415,2299,LAMBTON,NSW,151.704580999999990,-32.909815999999999,8,119359.516140626816195
3416,2299,NORTH LAMBTON,NSW,151.704580999999990,-32.909815999999999,8,119359.516140626816195
3417,2300,BAR BEACH,NSW,151.778020999999995,-32.931635000000000,8,120208.457695445598802
3418,2300,COOKS HILL,NSW,151.778020999999995,-32.931635000000000,8,120208.457695445598802
3419,2300,NEWCASTLE,NSW,151.778020999999995,-32.931635000000000,8,120208.457695445598802
3420,2300,NEWCASTLE EAST,NSW,151.778020999999995,-32.931635000000000,8,120208.457695445598802
3421,2300,THE HILL,NSW,151.778020999999995,-32.931635000000000,8,120208.457695445598802
3422,2302,NEWCASTLE WEST,NSW,151.752465999999998,-32.931265000000003,8,119148.676982618257171
3423,2303,HAMILTON,NSW,151.743324999999999,-32.924571000000000,8,119430.947676140771364
22841,2303,HAMILTON DC,NSW,151.747999999999990,-32.922199999999997,8,119860.601871741018840
3424,2303,HAMILTON EAST,NSW,151.743324999999999,-32.924571000000000,8,119430.947676140771364
3425,2303,HAMILTON SOUTH,NSW,151.743324999999999,-32.924571000000000,8,119430.947676140771364
3426,2304,KOORAGANG,NSW,151.738619999999997,-32.880319000000000,8,123663.384129947211477
3427,2304,MAYFIELD,NSW,151.738619999999997,-32.880319000000000,8,123663.384129947211477
3428,2304,MAYFIELD EAST,NSW,151.738619999999997,-32.880319000000000,8,123663.384129947211477
3429,2304,MAYFIELD NORTH,NSW,151.738619999999997,-32.880319000000000,8,123663.384129947211477
3430,2304,MAYFIELD WEST,NSW,151.738619999999997,-32.880319000000000,8,123663.384129947211477
3431,2304,SANDGATE,NSW,151.738619999999997,-32.880319000000000,8,123663.384129947211477
3432,2304,WARABROOK,NSW,151.738619999999997,-32.880319000000000,8,123663.384129947211477
3433,2305,KOTARA EAST,NSW,151.706545000000006,-32.930221000000003,8,117379.440613440616289
3434,2305,NEW LAMBTON,NSW,151.706545000000006,-32.930221000000003,8,117379.440613440616289
3435,2305,NEW LAMBTON HEIGHTS,NSW,151.706545000000006,-32.930221000000003,8,117379.440613440616289
3436,2306,WINDALE,NSW,151.682516999999990,-32.993285999999998,8,110093.830965226283297
3437,2307,SHORTLAND,NSW,151.688101999999986,-32.883650000000003,8,121393.611843086662702
3438,2308,CALLAGHAN,NSW,151.697356000000013,-32.892884000000002,8,120798.664423507740139
3439,2308,NEWCASTLE UNIVERSITY,NSW,151.697356000000013,-32.892884000000002,8,120798.664423507740139
3440,2309,DANGAR,NSW,148.890774999999991,-30.352157999999999,10,428259.304292780521791
3441,2310,HUNTER REGION MC,NSW,151.700999999999993,-32.193199999999997,8,194441.383852202008711
3442,2311,ALLYNBROOK,NSW,151.522526999999997,-32.343800000000002,8,174452.162720284628449
3443,2311,BINGLEBURRA,NSW,151.522526999999997,-32.343800000000002,8,174452.162720284628449
3444,2311,BONNINGTON PARK,NSW,151.522526999999997,-32.343800000000002,8,174452.162720284628449
3445,2311,CARRABOLLA,NSW,151.522526999999997,-32.343800000000002,8,174452.162720284628449
3446,2311,EAST GRESFORD,NSW,151.522526999999997,-32.343800000000002,8,174452.162720284628449
3447,2311,ECCLESTON,NSW,151.522526999999997,-32.343800000000002,8,174452.162720284628449
3448,2311,GRESFORD,NSW,151.522526999999997,-32.343800000000002,8,174452.162720284628449
3449,2311,HALTON,NSW,151.522526999999997,-32.343800000000002,8,174452.162720284628449
3450,2311,LEWINSBROOK,NSW,151.522526999999997,-32.343800000000002,8,174452.162720284628449
3451,2311,LOSTOCK,NSW,151.522526999999997,-32.343800000000002,8,174452.162720284628449
3452,2311,MOUNT RIVERS,NSW,151.522526999999997,-32.343800000000002,8,174452.162720284628449
20245,2311,UPPER ALLYN,NSW,151.460734300000013,-32.145972909999998,8,195167.482673087390140
20246,2312,MINIMBAH,NSW,152.372211300000004,-32.161650719999997,8,221961.778480646840762
3453,2312,NABIAC,NSW,152.330839999999995,-32.133322000000000,8,222782.958605184132466
3454,2314,WILLIAMTOWN RAAF,NSW,151.840093999999993,-32.797452999999997,8,136093.770688460470410
3455,2315,CORLETTE,NSW,152.193698000000012,-32.746223999999998,8,158470.113216995145194
3456,2315,FINGAL BAY,NSW,152.193698000000012,-32.746223999999998,8,158470.113216995145194
3457,2315,GAN GAN,NSW,152.193698000000012,-32.746223999999998,8,158470.113216995145194
3458,2315,NELSON BAY,NSW,152.193698000000012,-32.746223999999998,8,158470.113216995145194
3459,2315,SHOAL BAY,NSW,152.193698000000012,-32.746223999999998,8,158470.113216995145194
3460,2316,ANNA BAY,NSW,152.083273999999989,-32.776918999999999,8,149693.816575620207004
3461,2316,BOAT HARBOUR,NSW,152.083273999999989,-32.776918999999999,8,149693.816575620207004
3462,2316,BOBS FARM,NSW,152.083273999999989,-32.776918999999999,8,149693.816575620207004
3463,2316,FISHERMANS BAY,NSW,152.083273999999989,-32.776918999999999,8,149693.816575620207004
3464,2316,ONE MILE,NSW,152.083273999999989,-32.776918999999999,8,149693.816575620207004
3465,2316,TAYLORS BEACH,NSW,152.083273999999989,-32.776918999999999,8,149693.816575620207004
3466,2317,SALAMANDER BAY,NSW,152.076399000000009,-32.720936999999999,8,154513.261356941249687
3467,2317,SOLDIERS POINT,NSW,152.076399000000009,-32.720936999999999,8,154513.261356941249687
3188,2318,CAMPVALE,NSW,151.851897000000008,-32.769905999999999,8,139318.254485558951274
3189,2318,FERODALE,NSW,151.851897000000008,-32.769905999999999,8,139318.254485558951274
3190,2318,FULLERTON COVE,NSW,151.851897000000008,-32.769905999999999,8,139318.254485558951274
3191,2318,MEDOWIE,NSW,151.851897000000008,-32.769905999999999,8,139318.254485558951274
3192,2318,OYSTER COVE,NSW,151.851897000000008,-32.769905999999999,8,139318.254485558951274
3193,2318,SALT ASH,NSW,151.851897000000008,-32.769905999999999,8,139318.254485558951274
3194,2318,WILLIAMTOWN,NSW,151.851897000000008,-32.769905999999999,8,139318.254485558951274
3195,2319,LEMON TREE PASSAGE,NSW,152.039550999999989,-32.730927000000001,8,151728.328403388208244
3196,2319,MALLABULA,NSW,152.039550999999989,-32.730927000000001,8,151728.328403388208244
3197,2319,TANILBA BAY,NSW,152.039550999999989,-32.730927000000001,8,151728.328403388208244
20247,2319,TILLIGERRY CREEK,NSW,151.990451000000007,-32.759442129999996,8,146626.761400632531149
3198,2320,ABERGLASSLYN,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3199,2320,ALLANDALE,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3200,2320,ANAMBAH,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3201,2320,BOLWARRA,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3202,2320,BOLWARRA HEIGHTS,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3203,2320,FARLEY,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3204,2320,GLEN OAK,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3205,2320,GOSFORTH,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3206,2320,HILLSBOROUGH,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3207,2320,HORSESHOE BEND,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3208,2320,KEINBAH,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3209,2320,LARGS,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3210,2320,LORN,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3211,2320,LOUTH PARK,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3212,2320,MAITLAND,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3213,2320,MAITLAND NORTH,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3214,2320,MAITLAND VALE,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3215,2320,MELVILLE,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3216,2320,MINDARIBBA,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3217,2320,MOUNT DEE,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3218,2320,OAKHAMPTON,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3219,2320,OAKHAMPTON HEIGHTS,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3220,2320,POKOLBIN,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3221,2320,ROSEBROOK,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3222,2320,ROTHBURY,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3223,2320,RUTHERFORD,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3224,2320,SOUTH MAITLAND,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3225,2320,TELARAH,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3226,2320,WALLALONG,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3227,2320,WINDELLA,NSW,151.543675000000007,-32.741737000000001,8,131852.084508915490005
3228,2321,BERRY PARK,NSW,151.683702000000011,-32.660186000000003,8,144370.856270992808277
3229,2321,BUTTERWICK,NSW,151.683702000000011,-32.660186000000003,8,144370.856270992808277
3230,2321,CLARENCE TOWN,NSW,151.683702000000011,-32.660186000000003,8,144370.856270992808277
3231,2321,CLIFTLEIGH,NSW,151.683702000000011,-32.660186000000003,8,144370.856270992808277
3232,2321,DUCKENFIELD,NSW,151.683702000000011,-32.660186000000003,8,144370.856270992808277
3233,2321,DUNS CREEK,NSW,151.683702000000011,-32.660186000000003,8,144370.856270992808277
3234,2321,GILLIESTON HEIGHTS,NSW,151.683702000000011,-32.660186000000003,8,144370.856270992808277
3235,2321,GLEN MARTIN,NSW,151.683702000000011,-32.660186000000003,8,144370.856270992808277
3236,2321,GLEN WILLIAM,NSW,151.683702000000011,-32.660186000000003,8,144370.856270992808277
3237,2321,HARPERS HILL,NSW,151.683702000000011,-32.660186000000003,8,144370.856270992808277
3238,2321,HEDDON GRETA,NSW,151.683702000000011,-32.660186000000003,8,144370.856270992808277
3239,2321,HINTON,NSW,151.683702000000011,-32.660186000000003,8,144370.856270992808277
3240,2321,IONA,NSW,151.683702000000011,-32.660186000000003,8,144370.856270992808277
3241,2321,LOCHINVAR,NSW,151.683702000000011,-32.660186000000003,8,144370.856270992808277
3242,2321,LUSKINTYRE,NSW,151.683702000000011,-32.660186000000003,8,144370.856270992808277
3243,2321,MORPETH,NSW,151.683702000000011,-32.660186000000003,8,144370.856270992808277
3244,2321,OSWALD,NSW,151.683702000000011,-32.660186000000003,8,144370.856270992808277
3245,2321,PHOENIX PARK,NSW,151.683702000000011,-32.660186000000003,8,144370.856270992808277
3246,2321,RAWORTH,NSW,151.683702000000011,-32.660186000000003,8,144370.856270992808277
3247,2321,WINDERMERE,NSW,151.683702000000011,-32.660186000000003,8,144370.856270992808277
3248,2321,WOERDEN,NSW,151.683702000000011,-32.660186000000003,8,144370.856270992808277
3249,2321,WOODVILLE,NSW,151.683702000000011,-32.660186000000003,8,144370.856270992808277
3250,2322,BERESFIELD,NSW,151.654149999999987,-32.819819000000003,8,126779.050933828708366
3251,2322,BLACK HILL,NSW,151.654149999999987,-32.819819000000003,8,126779.050933828708366
20248,2322,CHISHOLM,NSW,151.636919000000006,-32.754696240000001,8,133032.560199393134099
3252,2322,HEXHAM,NSW,151.654149999999987,-32.819819000000003,8,126779.050933828708366
3253,2322,LENAGHAN,NSW,151.654149999999987,-32.819819000000003,8,126779.050933828708366
3254,2322,STOCKRINGTON,NSW,151.654149999999987,-32.819819000000003,8,126779.050933828708366
3255,2322,TARRO,NSW,151.654149999999987,-32.819819000000003,8,126779.050933828708366
3256,2322,THORNTON,NSW,151.654149999999987,-32.819819000000003,8,126779.050933828708366
3257,2322,TOMAGO,NSW,151.654149999999987,-32.819819000000003,8,126779.050933828708366
3258,2322,WOODBERRY,NSW,151.654149999999987,-32.819819000000003,8,126779.050933828708366
3259,2323,ASHTONFIELD,NSW,151.607553999999993,-32.757615999999999,8,131859.565474499977427
3260,2323,BRUNKERVILLE,NSW,151.607553999999993,-32.757615999999999,8,131859.565474499977427
3261,2323,BUCHANAN,NSW,151.607553999999993,-32.757615999999999,8,131859.565474499977427
3262,2323,BUTTAI,NSW,151.607553999999993,-32.757615999999999,8,131859.565474499977427
3263,2323,EAST MAITLAND,NSW,151.607553999999993,-32.757615999999999,8,131859.565474499977427
20249,2323,FOUR MILE CREEK,NSW,151.587481999999994,-32.794604999999997,8,127380.061170036948170
3264,2323,FREEMANS WATERHOLE,NSW,151.607553999999993,-32.757615999999999,8,131859.565474499977427
20250,2323,GREEN HILLS,NSW,151.589181999999994,-32.762120000000003,8,130866.052164120512316
3265,2323,GREENHILLS,NSW,151.607553999999993,-32.757615999999999,8,131859.565474499977427
3266,2323,METFORD,NSW,151.607553999999993,-32.757615999999999,8,131859.565474499977427
3267,2323,METFORD DC,NSW,151.607553999999993,-32.757615999999999,8,131859.565474499977427
3268,2323,MOUNT VINCENT,NSW,151.607553999999993,-32.757615999999999,8,131859.565474499977427
3269,2323,MULBRING,NSW,151.607553999999993,-32.757615999999999,8,131859.565474499977427
3270,2323,PITNACREE,NSW,151.607553999999993,-32.757615999999999,8,131859.565474499977427
20251,2323,RICHMOND VALE,NSW,151.497186400000004,-32.865163289999998,8,117503.640294694720069
3271,2323,TENAMBIT,NSW,151.607553999999993,-32.757615999999999,8,131859.565474499977427
3272,2324,BALICKERA,NSW,152.332616999999999,-32.623108000000002,8,177213.737577322812285
3273,2324,BRANDY HILL,NSW,152.332616999999999,-32.623108000000002,8,177213.737577322812285
3274,2324,BUNDABAH,NSW,152.332616999999999,-32.623108000000002,8,177213.737577322812285
3275,2324,CARRINGTON,NSW,152.332616999999999,-32.623108000000002,8,177213.737577322812285
3276,2324,CELLS RIVER,NSW,152.332616999999999,-32.623108000000002,8,177213.737577322812285
3277,2324,EAGLETON,NSW,152.332616999999999,-32.623108000000002,8,177213.737577322812285
3278,2324,EAST SEAHAM,NSW,152.332616999999999,-32.623108000000002,8,177213.737577322812285
3279,2324,HAWKS NEST,NSW,152.332616999999999,-32.623108000000002,8,177213.737577322812285
3280,2324,HEATHERBRAE,NSW,152.332616999999999,-32.623108000000002,8,177213.737577322812285
3281,2324,KARUAH,NSW,152.332616999999999,-32.623108000000002,8,177213.737577322812285
20252,2324,KINGS HILL,NSW,151.775291900000013,-32.717989979999999,8,141496.942733118747128
3282,2324,LIMEBURNERS CREEK,NSW,152.332616999999999,-32.623108000000002,8,177213.737577322812285
3283,2324,MILLERS FOREST,NSW,152.332616999999999,-32.623108000000002,8,177213.737577322812285
3284,2324,MOTTO FARM,NSW,152.332616999999999,-32.623108000000002,8,177213.737577322812285
3285,2324,NELSONS PLAINS,NSW,152.332616999999999,-32.623108000000002,8,177213.737577322812285
3286,2324,NORTH ARM COVE,NSW,152.332616999999999,-32.623108000000002,8,177213.737577322812285
3287,2324,OSTERLEY,NSW,152.332616999999999,-32.623108000000002,8,177213.737577322812285
3288,2324,PINDIMAR,NSW,152.332616999999999,-32.623108000000002,8,177213.737577322812285
3289,2324,RAYMOND TERRACE,NSW,152.332616999999999,-32.623108000000002,8,177213.737577322812285
3290,2324,RAYMOND TERRACE EAST,NSW,152.332616999999999,-32.623108000000002,8,177213.737577322812285
3291,2324,SEAHAM,NSW,152.332616999999999,-32.623108000000002,8,177213.737577322812285
3292,2324,SWAN BAY,NSW,152.332616999999999,-32.623108000000002,8,177213.737577322812285
3293,2324,TAHLEE,NSW,152.332616999999999,-32.623108000000002,8,177213.737577322812285
3294,2324,TEA GARDENS,NSW,152.332616999999999,-32.623108000000002,8,177213.737577322812285
3295,2324,TWELVE MILE CREEK,NSW,152.332616999999999,-32.623108000000002,8,177213.737577322812285
3296,2324,WALLAROO,NSW,152.332616999999999,-32.623108000000002,8,177213.737577322812285
3297,2325,ABERDARE,NSW,151.317475999999999,-32.977860999999997,8,101942.123882285755826
3298,2325,ABERNETHY,NSW,151.317475999999999,-32.977860999999997,8,101942.123882285755826
3299,2325,BELLBIRD,NSW,151.317475999999999,-32.977860999999997,8,101942.123882285755826
20253,2325,BELLBIRD HEIGHTS,NSW,151.330644100000001,-32.847856870000001,8,116398.349918759005959
3300,2325,BOREE,NSW,151.317475999999999,-32.977860999999997,8,101942.123882285755826
3301,2325,CEDAR CREEK,NSW,151.317475999999999,-32.977860999999997,8,101942.123882285755826
3302,2325,CESSNOCK,NSW,151.317475999999999,-32.977860999999997,8,101942.123882285755826
3303,2325,CESSNOCK WEST,NSW,151.317475999999999,-32.977860999999997,8,101942.123882285755826
3304,2325,CONGEWAI,NSW,151.317475999999999,-32.977860999999997,8,101942.123882285755826
20254,2325,CORRABARE,NSW,151.218776100000014,-32.950340590000003,8,104182.335521028042422
20255,2325,DAIRY ARM,NSW,151.176501999999999,-33.054093469999998,8,92585.265979994757799
3305,2325,ELLALONG,NSW,151.317475999999999,-32.977860999999997,8,101942.123882285755826
3306,2325,ELRINGTON,NSW,151.317475999999999,-32.977860999999997,8,101942.123882285755826
20256,2325,FERNANCES CROSSING,NSW,151.121826199999987,-33.061595240000003,8,91870.059594773891149
20257,2325,GRETA MAIN,NSW,151.282607200000001,-32.888828969999999,8,111390.315291998995235
3307,2325,KEARSLEY,NSW,151.317475999999999,-32.977860999999997,8,101942.123882285755826
3308,2325,KITCHENER,NSW,151.317475999999999,-32.977860999999997,8,101942.123882285755826
3309,2325,LAGUNA,NSW,151.317475999999999,-32.977860999999997,8,101942.123882285755826
3310,2325,LOVEDALE,NSW,151.317475999999999,-32.977860999999997,8,101942.123882285755826
3311,2325,MILLFIELD,NSW,151.317475999999999,-32.977860999999997,8,101942.123882285755826
23978,2325,MILSONS ARM,NSW,151.376513999999986,-32.844200000000001,8,117417.096139369110460
3312,2325,MOOTAI,NSW,151.317475999999999,-32.977860999999997,8,101942.123882285755826
20258,2325,MORUBEN,NSW,150.889563000000010,-33.052926999999997,8,96355.381610050768359
3313,2325,MOUNT VIEW,NSW,151.317475999999999,-32.977860999999997,8,101942.123882285755826
20259,2325,MURRAYS RUN,NSW,151.152746600000000,-33.070633330000000,8,90767.286037746845977
3314,2325,NARONE CREEK,NSW,151.317475999999999,-32.977860999999997,8,101942.123882285755826
